CoreID,CompositeDepth,WaterContent,TOC_percent,TOC_mg_g,Sand_percent,Silt_percent,Clay_percent
Co1309,3,77.6611980160244,3.58141619407895,35.8141619407895,0.0457108261402133,0.674148592707558,0.280140581152228
Co1309,11,72.0213207366506,2.24294097540984,22.4294097540984,0.0270396186220283,0.674048635763381,0.298911745614592
Co1309,19,73.7592460033405,2.02784581761006,20.2784581761006,0.0318709972608744,0.691871082534189,0.276257920204937
Co1309,27,73.2272036124038,2.54564110091743,25.4564110091743,0.0497821477812769,0.696814285572339,0.253403566646385
Co1309,35,70.9294504016144,2.67133166229508,26.7133166229508,0.0554364283700204,0.70909970472364,0.235463866906339
Co1309,43,72.4020299437765,2.42582910299003,24.2582910299003,0.0469199959199276,0.695317541293144,0.257762462786929
Co1309,51,73.1215294861882,2.66935615407855,26.6935615407855,0.0604854538732937,0.684888959966491,0.254625586160216
Co1309,59,70.809833852318,2.355845936,23.55845936,0.0414977439194643,0.694930893036408,0.263571363044127
Co1309,67,68.3858114075626,2.11139818789809,21.1139818789809,0.0521113602873466,0.684298854953724,0.26358978475893
Co1309,75,66.7559679386653,2.0383008551532,20.383008551532,0.0434033030074208,0.719900019226931,0.236696677765648
Co1309,83,67.9682199216442,2.46617992559524,24.6617992559524,0.0406515329304352,0.702905955493882,0.256442511575683
Co1309,91,71.1782976916717,2.81250089622641,28.1250089622641,0.0495200158191799,0.681149111206007,0.269330872974813
Co1309,99,69.384676625254,2.66727636585366,26.6727636585366,0.0440766868694257,0.683153165267248,0.272770147863326
Co1309,107,72.3379404321589,2.44749696969697,24.4749696969697,0.0404980664104046,0.682695102300581,0.276806831289015
Co1309,115,72.6119473634384,2.47424588439306,24.7424588439306,0.0425080025832905,0.674595493465059,0.282896503951649
Co1309,123,72.976061840246,2.15800269306931,21.5800269306931,0.0369713242258969,0.664316060059859,0.298712615714244
Co1309,131,68.1390672634105,1.87463018867925,18.7463018867925,0.0499645435055507,0.630059737525683,0.319975718968766
Co1309,140,64.4652684813327,1.57687317073171,15.7687317073171,0.0467486293196709,0.636517956056585,0.316733414623744
Co1309,147,63.0533656761674,1.36795063315217,13.6795063315217,0.106075134301699,0.632855930452817,0.261068935245485
Co1309,155,57.89858215941,0.917365607594937,9.17365607594937,0.07873971720814,0.602476562199455,0.318783720592404
Co1309,163,57.6786860307575,0.797149102209945,7.97149102209945,0.0311832247979828,0.586256186768809,0.382560588433207
Co1309,171,55.8305524657026,0.647751076190476,6.47751076190476,0.0374226854030632,0.540706940299716,0.42187037429722
Co1309,179,55.9616003166984,0.586450975609756,5.86450975609756,0.0208733194635165,0.540713415957861,0.438413264578623
Co1309,187,53.5312662909912,0.501057580645161,5.01057580645161,0.0336973788310917,0.513522627558464,0.452779993610444
Co1309,195,49.8272571331932,0.395262277620397,3.95262277620397,0.0277796179510826,0.556706161442603,0.415514220606314
Co1309,203,40.8821732387085,0.287832315634218,2.87832315634218,0.0600636001913181,0.666281426910611,0.273654972898071
Co1309,211,46.3441750443525,0.245047547169811,2.45047547169811,0.0435110683293021,0.617008867751005,0.339480063919694
Co1309,219,60.8303814549748,0.443098220670391,4.43098220670391,0.0271680854109423,0.426844705903627,0.54598720868543
Co1309,227,50.4504707419253,0.399303309941521,3.99303309941521,0.0251393961012497,0.587350700815285,0.387509903083466
Co1309,235,34.2590789601791,0.293590182890856,2.93590182890856,0.0328926891374084,0.609410448236712,0.35769686262588
Co1309,243,33.7474782266398,0.313401356382979,3.13401356382979,0.0413712702243047,0.564997627962765,0.393631101812931
Co1309,251,32.3502763432092,0.237350644067797,2.37350644067797,0.0218764195615461,0.639677618590472,0.338445961847982
Co1309,259,48.4818875119161,0.316391947194719,3.16391947194719,0.0335219496329098,0.513415022707118,0.453063027659972
Co1309,267,49.8413642673012,0.326973042216359,3.26973042216359,0.0136676821679944,0.490996515330192,0.495335802501814
Co1309,275,50.9614728170585,0.256813746031746,2.56813746031746,0.0423054784729461,0.475711836265124,0.481982685261931
Co1309,283,50.8373062456578,0.226066420289855,2.26066420289855,0.0299589273477829,0.466208182732482,0.503832889919735
Co1309,292,52.2262334536703,0.232554016949153,2.32554016949153,0.0656269891375425,0.460273724198665,0.474099286663792
Co1309,299,52.2211468666828,0.221093307304786,2.21093307304786,0.163027808053179,0.460191455979374,0.376780735967447
Co1309,307,57.5973099160558,0.276324847701149,2.76324847701149,0.0101328176735411,0.317626621647216,0.672240560679243
Co1309,315,54.2470862470863,0.235283653846154,2.35283653846154,0.0228302145959416,0.436382718714776,0.540787066689283
Co1309,323,57.5864174911445,0.251904887459807,2.51904887459807,0.0160330472834579,0.323919454158973,0.660047498557569
Co1309,331,53.1431172440228,0.25176306162465,2.5176306162465,0.0864289482942779,0.440922708037605,0.472648343668118
Co1309,339,55.4828190402025,0.276132358695652,2.76132358695652,0.0310243170026048,0.43882913149957,0.530146551497825
Co1309,347,52.8951638292205,0.282499896174863,2.82499896174863,0.00901821253891073,0.38982317653907,0.60115861092202
Co1309,355,56.3880313464735,0.270177804281346,2.70177804281346,0.0286649094037447,0.383430482288863,0.587904608307392
Co1309,363,57.5905171342661,0.323713365853659,3.23713365853659,0.0195863623632186,0.307298476325142,0.673115161311639
Co1309,371,56.3869917897384,0.284530649717514,2.84530649717514,0.0206681262423022,0.434234337522604,0.545097536235093
Co1309,379,59.7777722538467,0.307217519125683,3.07217519125683,0.00499472110043474,0.307533069158413,0.687472209741153
Co1309,387,55.0301272037492,0.288712918421053,2.88712918421053,0.0403494318665199,0.448407482974157,0.511243085159323
Co1309,395,51.0268562401264,0.26633427607362,2.6633427607362,0.158312296836204,0.5531766596167,0.288511043547097
